编码,中文名称,拼音名称,区域级别,上级区域编码,短名字,后缀
520423,镇宁布依族苗族自治县,zhen ning bu yi zu miao zu zi zhi xian,4,520400,镇宁,布依族苗族自治县
520424,关岭布依族苗族自治县,guan ling bu yi zu miao zu zi zhi xian,4,520400,关岭,布依族苗族自治县
520425,紫云苗族布依族自治县,zi yun miao zu bu yi zu zi zhi xian,4,520400,紫云,苗族布依族自治县
410502,文峰区,wen feng qu,4,410500,文峰,区
410503,北关区,bei guan qu,4,410500,北关,区
410505,殷都区,yin dou qu,4,410500,殷都,区
410506,龙安区,long an qu,4,410500,龙安,区
410522,安阳县,an yang xian,4,410500,安阳,县
410523,汤阴县,tang yin xian,4,410500,汤阴,县
410526,滑县,hua xian,4,410500,滑县,
410527,内黄县,nei huang xian,4,410500,内黄,县
410581,林州市,lin zhou shi,4,410500,林州,市
210302,铁东区,tie dong qu,4,210300,铁东,区
210303,铁西区,tie xi qu,4,210300,铁西,区
210304,立山区,li shan qu,4,210300,立山,区
210311,千山区,qian shan qu,4,210300,千山,区
210321,台安县,tai an xian,4,210300,台安,县
210323,岫岩满族自治县,xiu yan man zu zi zhi xian,4,210300,岫岩,满族自治县
210381,海城市,hai cheng shi,4,210300,海城,市
821001,圣安多尼堂区,sheng an duo ni tang qu,4,821000,圣安多尼堂,区
821002,望德堂区,wang de tang qu,4,821000,望德堂,区
821003,大堂区,da tang qu,4,821000,大堂,区
821004,花地玛堂区,hua di ma tang qu,4,821000,花地玛,堂区
821005,风顺堂区,feng shun tang qu,4,821000,风顺,堂区
150802,临河区,lin he qu,4,150800,临河,区
150821,五原县,wu yuan xian,4,150800,五原,县
150822,磴口县,deng kou xian,4,150800,磴口,县
150823,乌拉特前旗,wu la te qian qi,4,150800,乌拉特,前旗
150824,乌拉特中旗,wu la te zhong qi,4,150800,乌拉特,中旗
150825,乌拉特后旗,wu la te hou qi,4,150800,乌拉特,后旗
150826,杭锦后旗,hang jin hou qi,4,150800,杭锦,后旗
652801,库尔勒市,ku er le shi,4,652800,库尔勒,市
652822,轮台县,lun tai xian,4,652800,轮台,县
652823,尉犁县,wei li xian,4,652800,尉犁,县
652824,若羌县,ruo qiang xian,4,652800,若羌,县
652825,且末县,qie mo xian,4,652800,且末,县
652826,焉耆回族自治县,yan qi hui zu zi zhi xian,4,652800,焉耆,回族自治县
652827,和静县,he jing xian,4,652800,和静,县
652828,和硕县,he shuo xian,4,652800,和硕,县
652829,博湖县,bo hu xian,4,652800,博湖,县
511902,巴州区,ba zhou qu,4,511900,巴州,区
511903,恩阳区,en yang qu,4,511900,恩阳,区
511921,通江县,tong jiang xian,4,511900,通江,县
511922,南江县,nan jiang xian,4,511900,南江,县
511923,平昌县,ping chang xian,4,511900,平昌,县
220802,洮北区,tao bei qu,4,220800,洮北,区
220821,镇赉县,zhen lai xian,4,220800,镇赉,县
220822,通榆县,tong yu xian,4,220800,通榆,县
220881,洮南市,tao nan shi,4,220800,洮南,市
220882,大安市,da an shi,4,220800,大安,市
469025,白沙黎族自治县,bai sha li zu zi zhi xian,4,469025,白沙,黎族自治县
220602,浑江区,hun jiang qu,4,220600,浑江,区
220605,江源区,jiang yuan qu,4,220600,江源,区
220621,抚松县,fu song xian,4,220600,抚松,县
220622,靖宇县,jing yu xian,4,220600,靖宇,县
220623,长白朝鲜族自治县,chang bai chao xian zu zi zhi xian,4,220600,长白,朝鲜族自治县
220681,临江市,lin jiang shi,4,220600,临江,市
620402,白银区,bai yin qu,4,620400,白银,区
620403,平川区,ping chuan qu,4,620400,平川,区
620421,靖远县,jing yuan xian,4,620400,靖远,县
620422,会宁县,hui ning xian,4,620400,会宁,县
620423,景泰县,jing tai xian,4,620400,景泰,县
451002,右江区,you jiang qu,4,451000,右江,区
451021,田阳县,tian yang xian,4,451000,田阳,县
451022,田东县,tian dong xian,4,451000,田东,县
451023,平果县,ping guo xian,4,451000,平果,县
451024,德保县,de bao xian,4,451000,德保,县
451026,那坡县,na po xian,4,451000,那坡,县
451027,凌云县,ling yun xian,4,451000,凌云,县
451028,乐业县,le ye xian,4,451000,乐业,县
451029,田林县,tian lin xian,4,451000,田林,县
451030,西林县,xi lin xian,4,451000,西林,县
451031,隆林各族自治县,long lin ge zu zi zhi xian,4,451000,隆林各族,自治县
451081,靖西市,jing xi shi,4,451000,靖西,市
340302,龙子湖区,long zi hu qu,4,340300,龙子湖,区
340303,蚌山区,bang shan qu,4,340300,蚌山,区
340304,禹会区,yu hui qu,4,340300,禹会,区
340311,淮上区,huai shang qu,4,340300,淮上,区
340321,怀远县,huai yuan xian,4,340300,怀远,县
340322,五河县,wu he xian,4,340300,五河,县
340323,固镇县,gu zhen xian,4,340300,固镇,县
150202,东河区,dong he qu,4,150200,东河,区
150203,昆都仑区,kun dou lun qu,4,150200,昆都仑,区
150204,青山区,qing shan qu,4,150200,青山,区
150205,石拐区,shi guai qu,4,150200,石拐,区
150206,白云鄂博矿区,bai yun e bo kuang qu,4,150200,白云鄂博,矿区
150207,九原区,jiu yuan qu,4,150200,九原,区
150221,土默特右旗,tu mo te you qi,4,150200,土默特,右旗
150222,固阳县,gu yang xian,4,150200,固阳,县
150223,达尔罕茂明安联合旗,da er han mao ming an lian he qi,4,150200,达尔罕茂明安,联合旗
610302,渭滨区,wei bin qu,4,610300,渭滨,区
610303,金台区,jin tai qu,4,610300,金台,区
610304,陈仓区,chen cang qu,4,610300,陈仓,区
610322,凤翔县,feng xiang xian,4,610300,凤翔,县
610323,岐山县,qi shan xian,4,610300,岐山,县
610324,扶风县,fu feng xian,4,610300,扶风,县
610326,眉县,mei xian,4,610300,眉县,
610327,陇县,long xian,4,610300,陇县,
610328,千阳县,qian yang xian,4,610300,千阳,县
610329,麟游县,lin you xian,4,610300,麟游,县
610330,凤县,feng xian,4,610300,凤县,
610331,太白县,tai bai xian,4,610300,太白,县
130602,竞秀区,jing xiu qu,4,130600,竞秀,区
130606,莲池区,lian chi qu,4,130600,莲池,区
130607,满城区,man cheng qu,4,130600,满城,区
130608,清苑区,qing yuan qu,4,130600,清苑,区
130609,徐水区,xu shui qu,4,130600,徐水,区
130623,涞水县,lai shui xian,4,130600,涞水,县
130624,阜平县,fu ping xian,4,130600,阜平,县
130626,定兴县,ding xing xian,4,130600,定兴,县
130627,唐县,tang xian,4,130600,唐县,
130628,高阳县,gao yang xian,4,130600,高阳,县
130629,容城县,rong cheng xian,4,130600,容城,县
130630,涞源县,lai yuan xian,4,130600,涞源,县
130631,望都县,wang dou xian,4,130600,望都,县
130632,安新县,an xin xian,4,130600,安新,县
130633,易县,yi xian,4,130600,易县,
130634,曲阳县,qu yang xian,4,130600,曲阳,县
130635,蠡县,li xian,4,130600,蠡县,
130636,顺平县,shun ping xian,4,130600,顺平,县
130637,博野县,bo ye xian,4,130600,博野,县
130638,雄县,xiong xian,4,130600,雄县,
130681,涿州市,zhuo zhou shi,4,130600,涿州,市
130682,定州市,ding zhou shi,4,130600,定州,市
130683,安国市,an guo shi,4,130600,安国,市
130684,高碑店市,gao bei dian shi,4,130600,高碑店,市
530502,隆阳区,long yang qu,4,530500,隆阳,区
530521,施甸县,shi dian xian,4,530500,施甸,县
530523,龙陵县,long ling xian,4,530500,龙陵,县
530524,昌宁县,chang ning xian,4,530500,昌宁,县
530581,腾冲市,teng chong shi,4,530500,腾冲,市
469029,保亭黎族苗族自治县,bao ting li zu miao zu zi zhi xian,4,469029,保亭,黎族苗族自治县
450502,海城区,hai cheng qu,4,450500,海城,区
450503,银海区,yin hai qu,4,450500,银海,区
450512,铁山港区,tie shan gang qu,4,450500,铁山港,区
450521,合浦县,he pu xian,4,450500,合浦,县
110101,东城区,dong cheng qu,4,110100,东城,区
110102,西城区,xi cheng qu,4,110100,西城,区
110105,朝阳区,zhao yang qu,4,110100,朝阳,区
110106,丰台区,feng tai qu,4,110100,丰台,区
110107,石景山区,shi jing shan qu,4,110100,石景山,区
110108,海淀区,hai dian qu,4,110100,海淀,区
110109,门头沟区,men tou gou qu,4,110100,门头沟,区
110111,房山区,fang shan qu,4,110100,房山,区
110112,通州区,tong zhou qu,4,110100,通州,区
110113,顺义区,shun yi qu,4,110100,顺义,区
110114,昌平区,chang ping qu,4,110100,昌平,区
110115,大兴区,da xing qu,4,110100,大兴,区
110116,怀柔区,huai rou qu,4,110100,怀柔,区
110117,平谷区,ping gu qu,4,110100,平谷,区
110118,密云区,mi yun qu,4,110100,密云,区
110119,延庆区,yan qing qu,4,110100,延庆,区
659005,北屯市,bei tun shi,4,659005,北屯,市
210502,平山区,ping shan qu,4,210500,平山,区
210503,溪湖区,xi hu qu,4,210500,溪湖,区
210504,明山区,ming shan qu,4,210500,明山,区
210505,南芬区,nan fen qu,4,210500,南芬,区
210521,本溪满族自治县,ben xi man zu zi zhi xian,4,210500,本溪,满族自治县
210522,桓仁满族自治县,huan ren man zu zi zhi xian,4,210500,桓仁,满族自治县
520502,七星关区,qi xing guan qu,4,520500,七星关,区
520521,大方县,da fang xian,4,520500,大方,县
520522,黔西县,qian xi xian,4,520500,黔西,县
520523,金沙县,jin sha xian,4,520500,金沙,县
520524,织金县,zhi jin xian,4,520500,织金,县
520525,纳雍县,na yong xian,4,520500,纳雍,县
520526,威宁彝族回族苗族自治县,wei ning yi zu hui zu miao zu zi zhi xian,4,520500,威宁,彝族回族苗族自治县
520527,赫章县,he zhang xian,4,520500,赫章,县
371602,滨城区,bin cheng qu,4,371600,滨城,区
371603,沾化区,zhan hua qu,4,371600,沾化,区
371621,惠民县,hui min xian,4,371600,惠民,县
371622,阳信县,yang xin xian,4,371600,阳信,县
371623,无棣县,wu di xian,4,371600,无棣,县
371625,博兴县,bo xing xian,4,371600,博兴,县
371681,邹平市,zou ping shi,4,371600,邹平,市
341602,谯城区,qiao cheng qu,4,341600,谯城,区
341621,涡阳县,wo yang xian,4,341600,涡阳,县
341622,蒙城县,meng cheng xian,4,341600,蒙城,县
341623,利辛县,li xin xian,4,341600,利辛,县
652701,博乐市,bo le shi,4,652700,博乐,市
652702,阿拉山口市,a la shan kou shi,4,652700,阿拉山口,市
652722,精河县,jing he xian,4,652700,精河,县
652723,温泉县,wen quan xian,4,652700,温泉,县
130902,新华区,xin hua qu,4,130900,新华,区
130903,运河区,yun he qu,4,130900,运河,区
130921,沧县,cang xian,4,130900,沧县,
130922,青县,qing xian,4,130900,青县,
130923,东光县,dong guang xian,4,130900,东光,县
130924,海兴县,hai xing xian,4,130900,海兴,县
130925,盐山县,yan shan xian,4,130900,盐山,县
130926,肃宁县,su ning xian,4,130900,肃宁,县
130927,南皮县,nan pi xian,4,130900,南皮,县
130928,吴桥县,wu qiao xian,4,130900,吴桥,县
130929,献县,xian xian,4,130900,献县,
130930,孟村回族自治县,meng cun hui zu zi zhi xian,4,130900,孟村,回族自治县
130981,泊头市,bo tou shi,4,130900,泊头,市
130982,任丘市,ren qiu shi,4,130900,任丘,市
130983,黄骅市,huang hua shi,4,130900,黄骅,市
130984,河间市,he jian shi,4,130900,河间,市
540302,卡若区,ka ruo qu,4,540300,卡若,区
540321,江达县,jiang da xian,4,540300,江达,县
540322,贡觉县,gong jiao xian,4,540300,贡觉,县
540323,类乌齐县,lei wu qi xian,4,540300,类乌齐,县
540324,丁青县,ding qing xian,4,540300,丁青,县
540325,察雅县,cha ya xian,4,540300,察雅,县
540326,八宿县,ba xiu xian,4,540300,八宿,县
540327,左贡县,zuo gong xian,4,540300,左贡,县
540328,芒康县,mang kang xian,4,540300,芒康,县
540329,洛隆县,luo long xian,4,540300,洛隆,县
540330,边坝县,bian ba xian,4,540300,边坝,县
652301,昌吉市,chang ji shi,4,652300,昌吉,市
652302,阜康市,fu kang shi,4,652300,阜康,市
652323,呼图壁县,hu tu bi xian,4,652300,呼图壁,县
652324,玛纳斯县,ma na si xian,4,652300,玛纳斯,县
652325,奇台县,qi tai xian,4,652300,奇台,县
652327,吉木萨尔县,ji mu sa er xian,4,652300,吉木萨尔,县
652328,木垒哈萨克自治县,mu lei ha sa ke zi zhi xian,4,652300,木垒哈萨克,自治县
469026,昌江黎族自治县,chang jiang li zu zi zhi xian,4,469026,昌江,黎族自治县
220102,南关区,nan guan qu,4,220100,南关,区
220103,宽城区,kuan cheng qu,4,220100,宽城,区
220104,朝阳区,zhao yang qu,4,220100,朝阳,区
220105,二道区,er dao qu,4,220100,二道,区
220106,绿园区,lu yuan qu,4,220100,绿,园区
220112,双阳区,shuang yang qu,4,220100,双阳,区
220113,九台区,jiu tai qu,4,220100,九台,区
220122,农安县,nong an xian,4,220100,农安,县
220182,榆树市,yu shu shi,4,220100,榆树,市
220183,德惠市,de hui shi,4,220100,德惠,市
430102,芙蓉区,fu rong qu,4,430100,芙蓉,区
430103,天心区,tian xin qu,4,430100,天心,区
430104,岳麓区,yue lu qu,4,430100,岳麓,区
430105,开福区,kai fu qu,4,430100,开福,区
430111,雨花区,yu hua qu,4,430100,雨花,区
430112,望城区,wang cheng qu,4,430100,望城,区
430121,长沙县,chang sha xian,4,430100,长沙,县
430181,浏阳市,liu yang shi,4,430100,浏阳,市
430182,宁乡市,ning xiang shi,4,430100,宁乡,市
140403,潞州区,lu zhou qu,4,140400,潞州,区
140404,上党区,shang dang qu,4,140400,上党,区
140405,屯留区,tun liu qu,4,140400,屯留,区
140406,潞城区,lu cheng qu,4,140400,潞城,区
140423,襄垣县,xiang yuan xian,4,140400,襄垣,县
140425,平顺县,ping shun xian,4,140400,平顺,县
140426,黎城县,li cheng xian,4,140400,黎城,县
140427,壶关县,hu guan xian,4,140400,壶关,县
140428,长子县,zhang zi xian,4,140400,长子,县
140429,武乡县,wu xiang xian,4,140400,武乡,县
140430,沁县,qin xian,4,140400,沁县,
140431,沁源县,qin yuan xian,4,140400,沁源,县
430702,武陵区,wu ling qu,4,430700,武陵,区
430703,鼎城区,ding cheng qu,4,430700,鼎城,区
430721,安乡县,an xiang xian,4,430700,安乡,县
430722,汉寿县,han shou xian,4,430700,汉寿,县
430723,澧县,li xian,4,430700,澧县,
430724,临澧县,lin li xian,4,430700,临澧,县
430725,桃源县,tao yuan xian,4,430700,桃源,县
430726,石门县,shi men xian,4,430700,石门,县
430781,津市市,jin shi shi,4,430700,津市,市
320402,天宁区,tian ning qu,4,320400,天宁,区
320404,钟楼区,zhong lou qu,4,320400,钟楼,区
320411,新北区,xin bei qu,4,320400,新北,区
320412,武进区,wu jin qu,4,320400,武进,区
320413,金坛区,jin tan qu,4,320400,金坛,区
320481,溧阳市,li yang shi,4,320400,溧阳,市
211302,双塔区,shuang ta qu,4,211300,双塔,区
211303,龙城区,long cheng qu,4,211300,龙城,区
211321,朝阳县,zhao yang xian,4,211300,朝阳,县
211322,建平县,jian ping xian,4,211300,建平,县
211324,喀喇沁左翼蒙古族自治县,ka la qin zuo yi meng gu zu zi zhi xian,4,211300,喀喇沁左翼,蒙古族自治县
211381,北票市,bei piao shi,4,211300,北票,市
211382,凌源市,ling yuan shi,4,211300,凌源,市
445102,湘桥区,xiang qiao qu,4,445100,湘桥,区
445103,潮安区,chao an qu,4,445100,潮安,区
445122,饶平县,rao ping xian,4,445100,饶平,县
431002,北湖区,bei hu qu,4,431000,北湖,区
431003,苏仙区,su xian qu,4,431000,苏仙,区
431021,桂阳县,gui yang xian,4,431000,桂阳,县
431022,宜章县,yi zhang xian,4,431000,宜章,县
431023,永兴县,yong xing xian,4,431000,永兴,县
431024,嘉禾县,jia he xian,4,431000,嘉禾,县
431025,临武县,lin wu xian,4,431000,临武,县
431026,汝城县,ru cheng xian,4,431000,汝城,县
431027,桂东县,gui dong xian,4,431000,桂东,县
431028,安仁县,an ren xian,4,431000,安仁,县
431081,资兴市,zi xing shi,4,431000,资兴,市
510104,锦江区,jin jiang qu,4,510100,锦江,区
510105,青羊区,qing yang qu,4,510100,青羊,区
510106,金牛区,jin niu qu,4,510100,金牛,区
510107,武侯区,wu hou qu,4,510100,武侯,区
510108,成华区,cheng hua qu,4,510100,成华,区
510112,龙泉驿区,long quan yi qu,4,510100,龙泉驿,区
510113,青白江区,qing bai jiang qu,4,510100,青白江,区
510114,新都区,xin dou qu,4,510100,新都,区
510115,温江区,wen jiang qu,4,510100,温江,区
510116,双流区,shuang liu qu,4,510100,双流,区
510117,郫都区,pi dou qu,4,510100,郫都,区
510121,金堂县,jin tang xian,4,510100,金堂,县
510129,大邑县,da yi xian,4,510100,大邑,县
510131,蒲江县,pu jiang xian,4,510100,蒲江,县
510132,新津县,xin jin xian,4,510100,新津,县
510181,都江堰市,du jiang yan shi,4,510100,都江堰,市
510182,彭州市,peng zhou shi,4,510100,彭州,市
510183,邛崃市,qiong lai shi,4,510100,邛崃,市
510184,崇州市,chong zhou shi,4,510100,崇州,市
510185,简阳市,jian yang shi,4,510100,简阳,市
130802,双桥区,shuang qiao qu,4,130800,双桥,区
130803,双滦区,shuang luan qu,4,130800,双滦,区
130804,鹰手营子矿区,ying shou ying zi kuang qu,4,130800,鹰手营子,矿区
130821,承德县,cheng de xian,4,130800,承德,县
130822,兴隆县,xing long xian,4,130800,兴隆,县
130824,滦平县,luan ping xian,4,130800,滦平,县
130825,隆化县,long hua xian,4,130800,隆化,县
130826,丰宁满族自治县,feng ning man zu zi zhi xian,4,130800,丰宁,满族自治县
130827,宽城满族自治县,kuan cheng man zu zi zhi xian,4,130800,宽城,满族自治县
130828,围场满族蒙古族自治县,wei chang man zu meng gu zu zi zhi xian,4,130800,围场,满族蒙古族自治县
130881,平泉市,ping quan shi,4,130800,平泉,市
469023,澄迈县,cheng mai xian,4,469023,澄迈,县
341702,贵池区,gui chi qu,4,341700,贵池,区
341721,东至县,dong zhi xian,4,341700,东至,县
341722,石台县,shi tai xian,4,341700,石台,县
341723,青阳县,qing yang xian,4,341700,青阳,县
150402,红山区,hong shan qu,4,150400,红山,区
150403,元宝山区,yuan bao shan qu,4,150400,元宝山,区
150404,松山区,song shan qu,4,150400,松山,区
150421,阿鲁科尔沁旗,a lu ke er qin qi,4,150400,阿鲁科尔,沁旗
150422,巴林左旗,ba lin zuo qi,4,150400,巴林,左旗
150423,巴林右旗,ba lin you qi,4,150400,巴林,右旗
150424,林西县,lin xi xian,4,150400,林西,县
150425,克什克腾旗,ke shi ke teng qi,4,150400,克什克腾,旗
150426,翁牛特旗,weng niu te qi,4,150400,翁牛特,旗
150428,喀喇沁旗,ka la qin qi,4,150400,喀喇,沁旗
150429,宁城县,ning cheng xian,4,150400,宁城,县
150430,敖汉旗,ao han qi,4,150400,敖汉,旗
451402,江州区,jiang zhou qu,4,451400,江州,区
451421,扶绥县,fu sui xian,4,451400,扶绥,县
451422,宁明县,ning ming xian,4,451400,宁明,县
451423,龙州县,long zhou xian,4,451400,龙州,县
451424,大新县,da xin xian,4,451400,大新,县
451425,天等县,tian deng xian,4,451400,天等,县
451481,凭祥市,ping xiang shi,4,451400,凭祥,市
341102,琅琊区,lang ya qu,4,341100,琅琊,区
341103,南谯区,nan qiao qu,4,341100,南谯,区
341122,来安县,lai an xian,4,341100,来安,县
341124,全椒县,quan jiao xian,4,341100,全椒,县
341125,定远县,ding yuan xian,4,341100,定远,县
341126,凤阳县,feng yang xian,4,341100,凤阳,县
341181,天长市,tian chang shi,4,341100,天长,市
341182,明光市,ming guang shi,4,341100,明光,市
532301,楚雄市,chu xiong shi,4,532300,楚雄,市
532322,双柏县,shuang bai xian,4,532300,双柏,县
